Anuncio BOE,Cantidad reclamada,Cuenta expediente,Fecha de conclusión,Fecha de inicio,Forma adjudicación,Identificador,Importe del depósito,Lotes,Puja mínima,Tasación,Tipo de subasta,Tramos entre pujas,Valor subasta
BOE-B-2025-9680,"94.258,87 €",3527 0000 05 0626 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-243315,"8.360,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.344,00 €","167.200,00 €"
BOE-B-2025-9663,"87.851,43 €",1703 0000 06 0338 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-243810,"6.597,27 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.638,91 €","131.945,52 €"
BOE-B-2025-8628,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R2886001849,"12.968,00 €",Sin lotes,Sin puja mínima,"259.360,16 €",AGENCIA TRIBUTARIA,"2.000,00 €","259.360,16 €"
BOE-B-2025-9666,"157.940,62 €",3833 0000 05 0099 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2024-237974,"9.752,86 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.901,15 €","195.057,30 €"
BOE-B-2025-9892,"111.841,68 €",1806 0000 06 0344 21,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-244375,"13.660,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.464,00 €","273.200,00 €"
BOE-B-2025-8821,"65.594,68 €",2199 0000 05 1127 20,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2024-239650,"9.961,87 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.984,75 €","199.237,50 €"
BOE-B-2025-9321,"1.463.857,87 €",5378 0000 06 0935 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-243283,Ver importe de consignación de cada lote (adjudicación independiente),28,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-8666,"98.315,67 €",0540 0000 05 7050 20,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2025-241957,"10.540,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.216,00 €","210.800,00 €"
BOE-B-2025-7329,"87.907,63 €",0451 0000 05 0236 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-224542,"8.037,55 €",Sin lotes,Sin puja mínima,"160.751,01 €",JUDICIAL EN VÍA DE APREMIO,"3.215,02 €","160.751,01 €"
BOE-B-2025-7218,"32.940,01 €",0516 0000 06 0406 23,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-239534,"3.608,85 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.443,54 €","72.177,00 €"
BOE-B-2025-9365,"88.182,32 €",0155 0000 06 0159 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-244155,"9.180,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.672,00 €","183.600,00 €"
BOE-B-2025-9447,"1,00 €",3728 5629 52 0448 24,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JC-2025-242923,"1.936,74 €",Sin lotes,"100,00 €","0,00 €",JUDICIAL CONCURSAL,Sin tramos,"38.734,92 €"
BOE-B-2025-9890,"33.577,50 €",3317 0000 05 0022 21,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-242937,"243,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"95,00 €","4.870,07 €"
BOE-B-2025-8290,"170.722,75 €",1904 0000 06 0904 16,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-235610,"10.702,48 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"214.049,76 €"
BOE-B-2025-8415,"111.970,98 €",3728 3056 06 0428 13,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2023-209111,"7.896,10 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.579,23 €","157.922,00 €"
BOE-B-2025-9283,"870.402,18 €",3566 0000 06 0048 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243541,"57.016,60 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"22.806,64 €","1.140.332,00 €"
BOE-B-2025-7576,"158.381,39 €",0529 0000 06 2332 23,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-243055,"11.825,00 €",Sin lotes,Sin puja mínima,"236.500,00 €",JUDICIAL EN VÍA DE APREMIO,"4.730,00 €","236.500,00 €"
BOE-B-2025-8828,"1.165.190,29 €",0742 0000 06 0662 19,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-244052,Ver importe de consignación de cada lote (adjudicación independiente),6,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9338,"49.578,31 €",5066 0000 06 0198 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-239486,"5.269,16 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.107,66 €","105.383,27 €"
BOE-B-2025-9284,"263.576,76 €",2927 0000 06 0712 21,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243821,"18.925,97 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"7.570,38 €","378.519,46 €"
BOE-B-2025-7271,"66.534,99 €",1913 0000 06 0750 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-240942,"7.068,25 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.827,30 €","141.365,00 €"
BOE-B-2025-7839,"38.763,01 €",1474 0000 06 0572 15,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-242683,"3.590,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.436,00 €","71.800,00 €"
BOE-B-2025-8361,"52.581,36 €",5140 0000 06 0830 16,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243719,"5.175,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.070,00 €","103.500,00 €"
BOE-B-2025-9677,"6.766,00 €",1674 0000 05 1041 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-244129,"2.292,06 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"45.841,33 €"
BOE-B-2025-7345,"2.693.298,80 €",3676 0000 06 0309 19,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),Separada para cada lote,SUB-JA-2020-152768,Ver importe de consignación de cada lote (adjudicación independiente),12,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7397,"73.996,22 €",3728 0895 06 0246 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-237308,"6.544,63 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.617,86 €","130.892,65 €"
BOE-B-2025-7834,"179.062,57 €",0776 0000 06 0627 13,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2023-213216,"10.620,17 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"212.403,50 €"
BOE-B-2025-7347,"137.989,59 €",4004 0000 05 0787 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-234269,"11.500,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.000,00 €","230.000,00 €"
BOE-B-2025-8344,"186.985,00 €",2459 0000 00 0271 18,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-224790,"10.795,52 €",Sin lotes,"200,00 €","0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.318,20 €","215.910,36 €"
BOE-B-2025-9253,"144.569,79 €",0241 0000 06 0661 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-229289,"15.000,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"6.000,00 €","300.000,00 €"
BOE-B-2025-7874,"113.679,26 €",0310 0000 06 1398 17,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243430,"8.181,90 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.272,76 €","163.638,00 €"
BOE-B-2025-7497,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R4186001654,"1.175,76 €",Sin lotes,"2.351,53 €","29.394,13 €",AGENCIA TRIBUTARIA,"500,00 €","23.515,30 €"
BOE-B-2025-7220,"37.925,98 €",3268 0000 06 0271 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-240637,"3.482,74 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"69.654,80 €"
BOE-B-2025-7313,"174.657,59 €",0183 0000 06 0991 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-235316,"14.599,90 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.839,96 €","291.998,00 €"
BOE-B-2025-7780,"382.583,84 €",2334 0000 06 0338 17,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),Separada para cada lote,SUB-JA-2024-224666,Ver importe de consignación de cada lote (adjudicación independiente),8,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-8818,"190.345,88 €",4592 0000 06 4949 22,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2025-242370,"16.680,52 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"6.672,21 €","333.610,51 €"
BOE-B-2025-7454,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R0786001068,"7.232,10 €",Sin lotes,"14.464,21 €","173.346,76 €",AGENCIA TRIBUTARIA,"2.000,00 €","144.642,11 €"
BOE-B-2025-8294,"109.854,26 €",0615 0000 05 5182 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-239716,"6.743,85 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.697,54 €","134.877,00 €"
BOE-B-2025-8562,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R2886001548,"10.429,46 €",Sin lotes,"20.858,93 €","208.589,26 €",AGENCIA TRIBUTARIA,"2.000,00 €","208.589,26 €"
BOE-B-2025-7838,"149.576,51 €",0860 0000 06 4501 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2024-236011,"9.637,78 €",Sin lotes,Sin puja mínima,"192.755,64 €",JUDICIAL EN VÍA DE APREMIO,"3.855,11 €","192.755,64 €"
BOE-B-2025-9726,"19.371,20 €",4024 0000 64 1252 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-244392,"434,89 €",Sin lotes,Sin puja mínima,"222.941,00 €",JUDICIAL EN VÍA DE APREMIO,"173,95 €","8.697,84 €"
BOE-B-2025-7580,"67.339,12 €",4812 0000 06 0063 21,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-241736,"5.318,75 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.127,50 €","106.375,00 €"
BOE-B-2025-9909,"48.411,54 €",3152 0000 06 0127 24,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-243536,"13.091,86 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"261.837,38 €"
BOE-B-2025-7831,"255.664,36 €",2459 0000 00 0185 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243089,"12.519,00 €",Sin lotes,"200,00 €","0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.007,60 €","250.380,00 €"
BOE-B-2025-8382,"50.097,23 €",3997 0000 06 1566 21,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243411,"4.694,74 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.877,89 €","93.894,72 €"
BOE-B-2025-7784,"94.000,00 €",2962 0000 05 0445 09,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243576,"4.700,00 €",Sin lotes,Sin puja mínima,"94.000,00 €",JUDICIAL EN VÍA DE APREMIO,"1.880,00 €","94.000,00 €"
BOE-B-2025-8381,"51.855,62 €",4090 0000 06 1640 21,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243161,"5.400,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.160,00 €","108.000,00 €"
BOE-B-2025-7409,"136.266,35 €",3728 4438 06 0048 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242120,"6.905,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.762,01 €","138.100,00 €"
BOE-B-2025-7408,"63.606,45 €",3728 3096 06 0249 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242448,"4.719,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.887,61 €","94.380,00 €"
BOE-B-2025-9479,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-25R3186001001,"15.387,68 €",Sin lotes,"30.775,37 €","384.692,14 €",AGENCIA TRIBUTARIA,"2.000,00 €","307.753,71 €"
BOE-B-2025-9444,"76.903,40 €",3728 5477 06 0055 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),Separada para cada lote,SUB-JA-2023-218309,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9389,"122.335,02 €",4033 0000 06 1945 19,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243834,"12.750,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.100,00 €","255.000,00 €"
BOE-B-2025-9712,"388.680,90 €",4308 0000 05 0135 18,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),Separada para cada lote,SUB-JA-2024-226276,Ver importe de consignación de cada lote (adjudicación independiente),3,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9868,"440.338,96 €",1784 0000 06 0381 17,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),Separada para cada lote,SUB-JA-2024-229739,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9688,"4.379,35 €",2297 0000 05 0117 20,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2024-236727,"963,11 €",Sin lotes,Sin puja mínima,"49.400,00 €",JUDICIAL EN VÍA DE APREMIO,"385,24 €","19.262,18 €"
BOE-B-2025-8405,"194.398,47 €",0916 0000 05 0788 10,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242052,Ver importe de consignación de cada lote (adjudicación independiente),3,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9895,"36.363,40 €",3542 0000 06 0321 22,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2024-238270,"5.211,20 €",Sin lotes,Sin puja mínima,"104.224,00 €",JUDICIAL EN VÍA DE APREMIO,"2.084,48 €","104.224,00 €"
BOE-B-2025-7366,"58.199,20 €",0310 0000 06 0226 13,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-239752,"15.010,67 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"6.004,27 €","300.213,37 €"
BOE-B-2025-7370,"0,00 €",2093 0000 05 0078 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JV-2025-242070,"3.250,00 €",Sin lotes,"45.000,00 €","0,00 €",JUDICIAL VOLUNTARIA,"1.300,00 €","65.000,00 €"
BOE-B-2025-9391,"8.460,85 €",3999 0000 05 0448 20,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-241633,"2.383,77 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"953,51 €","47.675,50 €"
BOE-B-2025-9448,"121.161,34 €",4513 4395 00 1010 11,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-241849,"6.382,42 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"127.648,57 €"
BOE-B-2025-8430,"151.827,13 €",3728 3105 06 0336 21,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-240415,"17.418,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.483,71 €","348.370,00 €"
BOE-B-2025-7528,"10.076,74 €",,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-RC-2025-0008313,"1.010,62 €",Sin lotes,"2.021,23 €","20.212,33 €",RECAUDACIÓN TRIBUTARIA,"600,00 €","20.212,33 €"
BOE-B-2025-7526,"83.021,08 €",,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-RC-2025-0008312,"2.720,12 €",Sin lotes,"5.440,24 €","54.402,41 €",RECAUDACIÓN TRIBUTARIA,"1.200,00 €","54.402,41 €"
BOE-B-2025-7288,"482.796,28 €",5066 0000 06 0142 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242138,"31.500,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"12.600,00 €","630.000,00 €"
BOE-B-2025-7819,"92.883,82 €",1250 0000 06 1139 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-241974,"6.800,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.720,00 €","136.000,00 €"
BOE-B-2025-7217,"138.401,72 €",5541 0000 06 0612 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242329,"12.014,83 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.805,93 €","240.296,76 €"
